,drug_name,drug_id,ind_name,ind_id,status
6635,Hydroquinone,DB09526,Chloasma,C0025218,Approved
6636,Methyl salicylate,DB09543,Back Pain,C0004604,Approved
6637,Methyl salicylate,DB09543,Sprains and Strains,C0038048,Approved
6638,Methyl salicylate,DB09543,Arthritic pains,C0857177,Approved
6639,Thonzonium bromide,DB09552,Otitis Externa,C0029878,Approved
6640,Dexchlorpheniramine maleate,DB09555,Symptomatic dermographism,C0343065,Approved
6641,Dexchlorpheniramine maleate,DB09555,Allergic Conjunctivitis,C0009766,Approved
6642,Dexchlorpheniramine maleate,DB09555,Urticaria,C0042109,Approved
6643,Dexchlorpheniramine maleate,DB09555,Pruritus,C0033774,Approved
6644,Dexchlorpheniramine maleate,DB09555,Hay fever,C0018621,Approved
6645,Dexchlorpheniramine maleate,DB09555,Allergic rhinitis (disorder),C2607914,Approved
6646,Dexchlorpheniramine maleate,DB09555,"Rhinitis, Vasomotor",C0035460,Approved
6647,Necitumumab,DB09559,Non-Small Cell Lung Carcinoma,C0007131,Approved
6648,Filgrastim-sndz,DB09560,Chemotherapy-induced neutropenia,C1827687,Approved
6649,Filgrastim-sndz,DB09560,Congenital neutropenia,C0340970,Approved
6650,Filgrastim-sndz,DB09560,Cyclic neutropenia,C0221023,Approved
6651,Filgrastim-sndz,DB09560,Chronic idiopathic neutropenia,C2267231,Approved
6652,Insulin Degludec,DB09564,Diabetes Mellitus,C0011849,Approved
6653,Omega-3-carboxylic acids,DB09568,Hypertriglyceridemia,C0020557,Approved
6654,Ixazomib,DB09570,Multiple Myeloma,C0026764,Approved
6655,Levomethamphetamine,DB09571,Nasal congestion (finding),C0027424,Approved
6656,Histamine,DB11320,Degenerative polyarthritis,C0029408,Approved
6657,Selexipag,DB11362,Pulmonary arterial hypertension,C2973725,Approved
6658,Alectinib,DB11363,Non-Small Cell Lung Carcinoma,C0007131,Approved
6659,Senna glycoside,DB11365,Constipation,C0009806,Approved
6660,Lesinurad,DB11560,Hyperuricemia,C0740394,Approved
6661,Sebelipase alfa,DB11563,Wolman Disease,C0043208,Approved
6662,Ixekizumab,DB11569,Chronic small plaque psoriasis,C0406317,Approved
6663,Elbasvir,DB11574,"Hepatitis C, Chronic",C0524910,Approved
6664,Grazoprevir,DB11575,"Hepatitis C, Chronic",C0524910,Approved
6665,Venetoclax,DB11581,Chronic Lymphocytic Leukemia,C0023434,Approved
6666,Thiocolchicoside,DB11582,Muscle Spasticity,C0026838,Approved
6667,Bilastine,DB11591,Urticaria,C0042109,Approved
6668,Bilastine,DB11591,Allergic rhinitis (disorder),C2607914,Approved
6669,Atezolizumab,DB11595,"Carcinoma, Transitional Cell",C0007138,Approved
6670,Levoleucovorin,DB11596,Poisoning by sulfadiazine,C0274462,Approved
6671,Levoleucovorin,DB11596,Methotrexate poisoning,C0568062,Approved
6672,Levoleucovorin,DB11596,Poisoning by pyrimethamine,C0274478,Approved
6673,Levoleucovorin,DB11596,"Anemia, Megaloblastic",C0002888,Approved
6674,Levoleucovorin,DB11596,Folic Acid Deficiency,C0016412,Approved
6675,Susoctocog alfa,DB11606,"Factor 8 deficiency, acquired",C0272325,Approved
6676,Eftrenonacog alfa,DB11608,Hemophilia B,C0008533,Approved
6683,Glycine,DB00145,Schizophrenia,C0036341,Withdrawn
6684,Cycloserine,DB00260,Schizophrenia,C0036341,Withdrawn
6685,Clozapine,DB00363,Schizophrenia,C0036341,Withdrawn
6688,Zidovudine,DB00495,Kidney Diseases,C0022658,Withdrawn
6689,Foscarnet,DB00529,Cytomegalovirus Retinitis,C0206178,Withdrawn
6701,Foscarnet,DB00529,Radiculitis,C0034544,Withdrawn
6702,Ganciclovir,DB01004,Radiculitis,C0034544,Withdrawn
6703,Pseudoephedrine,DB00852,Sinusitis,C0037199,Withdrawn
6704,Cefuroxime,DB01112,Sinusitis,C0037199,Withdrawn
6705,Ephedrine,DB01364,Sinusitis,C0037199,Withdrawn
6706,Prednisolone,DB00860,Pneumocystis jiroveci pneumonia,C1535939,Withdrawn
6707,Methylprednisolone,DB00959,Pneumocystis jiroveci pneumonia,C1535939,Withdrawn
6708,Cidofovir,DB00369,Cytomegalovirus Infections,C0010823,Withdrawn
6709,Cidofovir,DB00369,Cytomegalovirus Retinitis,C0206178,Withdrawn
6758,Vincristine,DB00541,leukemia,C0023418,Withdrawn
6759,Daunorubicin,DB00694,leukemia,C0023418,Withdrawn
6760,Hydrocortisone,DB00741,leukemia,C0023418,Withdrawn
6761,Cytarabine,DB00987,leukemia,C0023418,Withdrawn
6762,Doxorubicin,DB00997,stage III adult soft tissue sarcoma,C0278663,Withdrawn
6763,Ifosfamide,DB01181,stage III adult soft tissue sarcoma,C0278663,Withdrawn
6764,Doxorubicin,DB00997,recurrent adult soft tissue sarcoma,C0278665,Withdrawn
6765,Ifosfamide,DB01181,recurrent adult soft tissue sarcoma,C0278665,Withdrawn
6766,Doxorubicin,DB00997,"soft tissue sarcoma, adult, stage IVA",C0279771,Withdrawn
6767,Ifosfamide,DB01181,"soft tissue sarcoma, adult, stage IVA",C0279771,Withdrawn
6768,Doxorubicin,DB00997,"soft tissue sarcoma, adult, stage IIB",C0796438,Withdrawn
6769,Ifosfamide,DB01181,"soft tissue sarcoma, adult, stage IIB",C0796438,Withdrawn
6770,Doxorubicin,DB00997,"soft tissue sarcoma, adult, stage IIC",C0796439,Withdrawn
6771,Ifosfamide,DB01181,"soft tissue sarcoma, adult, stage IIC",C0796439,Withdrawn
6794,Celecoxib,DB00482,Precancerous Conditions,C0032927,Withdrawn
6796,Homoharringtonine,DB04865,leukemia,C0023418,Withdrawn
6864,Docetaxel,DB01248,thorax/respiratory cancer,C0279170,Withdrawn
6865,Docetaxel,DB01248,adult solid tumor,C0280099,Withdrawn
6866,Docetaxel,DB01248,kidney/urinary cancer,C0279521,Withdrawn
6867,Docetaxel,DB01248,male reproductive cancer,C0699888,Withdrawn
6964,Gemcitabine,DB00441,Malignant neoplasm of lung,C0242379,Withdrawn
6965,Carboplatin,DB00958,Malignant neoplasm of lung,C0242379,Withdrawn
6966,Trastuzumab,DB00072,Breast cancer recurrent,C0278493,Withdrawn
6967,Tamoxifen,DB00675,Breast cancer recurrent,C0278493,Withdrawn
6968,Vinorelbine,DB00361,Malignant neoplasm of lung,C0242379,Withdrawn
6969,Gemcitabine,DB00441,Malignant neoplasm of lung,C0242379,Withdrawn
6970,Fondaparinux sodium,DB00569,Myocardial Infarction,C0027051,Withdrawn
7167,Oxaliplatin,DB00526,Malignant tumor of colon,C0007102,Withdrawn
7168,Irinotecan,DB00762,Malignant tumor of colon,C0007102,Withdrawn
7169,Levoleucovorin,DB11596,Malignant tumor of colon,C0007102,Withdrawn
7201,Valsartan,DB00177,Kidney Diseases,C0022658,Withdrawn
7250,Vitamin C,DB00126,refractory plasma cell neoplasm,C0278620,Withdrawn
7251,Melphalan,DB01042,refractory plasma cell neoplasm,C0278620,Withdrawn
7252,Arsenic trioxide,DB01169,refractory plasma cell neoplasm,C0278620,Withdrawn
7287,Exemestane,DB00990,Breast cancer stage II,C0278486,Withdrawn
7430,Celecoxib,DB00482,High-Grade Squamous Intraepithelial Lesions,C0333875,Withdrawn
7431,Gemcitabine,DB00441,"unspecified adult solid tumor, protocol specific",C0279004,Withdrawn
7538,Clonidine,DB00575,Treatment related secondary malignancy,C0877578,Withdrawn
7564,Alemtuzumab,DB00087,"Leukemia, Myelocytic, Acute",C0023467,Withdrawn
7579,Bevacizumab,DB00112,Pancreatic carcinoma recurrent,C0854777,Withdrawn
7580,Gemcitabine,DB00441,Pancreatic carcinoma recurrent,C0854777,Withdrawn
7581,Bevacizumab,DB00112,Pancreatic carcinoma stage I,C1167720,Withdrawn
7582,Gemcitabine,DB00441,Pancreatic carcinoma stage I,C1167720,Withdrawn
7583,Bevacizumab,DB00112,Pancreatic carcinoma stage II,C1167721,Withdrawn
7584,Gemcitabine,DB00441,Pancreatic carcinoma stage II,C1167721,Withdrawn
7585,Bevacizumab,DB00112,Pancreatic carcinoma stage III,C1167722,Withdrawn
7586,Gemcitabine,DB00441,Pancreatic carcinoma stage III,C1167722,Withdrawn
7587,Trioxsalen,DB04571,cholangiocarcinoma of the extrahepatic bile duct,C0280533,Withdrawn
7588,Trioxsalen,DB04571,cholangiocarcinoma of the gallbladder,C0280532,Withdrawn
7589,Trioxsalen,DB04571,unresectable extrahepatic bile duct cancer,C0278811,Withdrawn
7590,Trioxsalen,DB04571,unresectable gallbladder cancer,C0278807,Withdrawn
7591,Trioxsalen,DB04571,recurrent extrahepatic bile duct cancer,C0278812,Withdrawn
7593,Imiquimod,DB00724,Morphea,C1527383,Withdrawn
7594,Rituximab,DB00073,"Purpura, Thrombotic Thrombocytopenic",C0034155,Withdrawn
7677,Fenofibrate,DB01039,Obesity,C0028754,Withdrawn
7680,Erlotinib,DB00530,Malignant neoplasm of lung,C0242379,Withdrawn
7681,Temozolomide,DB00853,Malignant neoplasm of lung,C0242379,Withdrawn
7692,Infliximab,DB00065,Toxic Epidermal Necrolysis,C0014518,Withdrawn
7696,Peginterferon alfa-2b,DB00022,Liver Cirrhosis,C0023890,Withdrawn
7697,Cyclosporine,DB00091,Psoriasis,C0033860,Withdrawn
7709,Sirolimus,DB00877,Non-Small Cell Lung Carcinoma,C0007131,Withdrawn
7755,Trastuzumab,DB00072,cognitive/functional effects,C0935657,Withdrawn
7756,Methotrexate,DB00563,cognitive/functional effects,C0935657,Withdrawn
7757,Carboplatin,DB00958,cognitive/functional effects,C0935657,Withdrawn
7758,Sodium thiosulfate,DB09499,cognitive/functional effects,C0935657,Withdrawn
7785,Imatinib,DB00619,Choroidal retinal neovascularization,C0271066,Withdrawn
7786,Imatinib,DB00619,Choroidal Neovascularization,C0600518,Withdrawn
7810,Bevacizumab,DB00112,Malignant neoplasm of lung,C0242379,Withdrawn
7811,Bortezomib,DB00188,Malignant neoplasm of lung,C0242379,Withdrawn
7816,Cytarabine,DB00987,leukemia,C0023418,Withdrawn
7830,Rituximab,DB00073,Lupus Nephritis,C0024143,Withdrawn
7833,Topotecan,DB01030,Neuroblastoma,C0027819,Withdrawn
7872,Phenylephrine,DB00388,Fecal Incontinence,C0015732,Withdrawn
7873,Oxymetazoline,DB00935,Fecal Incontinence,C0015732,Withdrawn
7936,Olanzapine,DB00334,Schizoaffective Disorder,C0036337,Withdrawn
7969,Omeprazole,DB00338,Solid tumour,C0280100,Withdrawn
7970,Midazolam,DB00683,Solid tumour,C0280100,Withdrawn
7977,Methamphetamine,DB01577,Anxiety,C0003467,Withdrawn
7978,Methamphetamine,DB01577,Substance Dependence,C0038580,Withdrawn
7987,Gemcitabine,DB00441,Unknown Primary Tumors,C0087135,Withdrawn
7988,Cisplatin,DB00515,Unknown Primary Tumors,C0087135,Withdrawn
7989,Paclitaxel,DB01229,Unknown Primary Tumors,C0087135,Withdrawn
8008,Bexarotene,DB00307,Schizophrenia,C0036341,Withdrawn
8009,Bexarotene,DB00307,Schizoaffective Disorder,C0036337,Withdrawn
8017,Omeprazole,DB00338,Laryngeal Diseases,C0023051,Withdrawn
8018,Esomeprazole,DB00736,Laryngeal Diseases,C0023051,Withdrawn
8019,Finasteride,DB01216,Benign Prostatic Hyperplasia,C1704272,Withdrawn
8024,Bevacizumab,DB00112,Renal Cell Carcinoma,C0007134,Withdrawn
8028,Ketamine,DB01221,Traumatic Brain Injury,C0876926,Withdrawn
8033,Sunitinib,DB01268,Kaposi's sarcoma classical type,C0279084,Withdrawn
8041,Prednisolone,DB00860,Lupus Nephritis,C0024143,Withdrawn
8042,Methylprednisolone,DB00959,Lupus Nephritis,C0024143,Withdrawn
8046,Penicillamine,DB00859,Lead Poisoning,C0023176,Withdrawn
8086,Alprostadil,DB00770,Pulmonary Hypertension,C0020542,Withdrawn
8090,Prednisone,DB00635,Adenocarcinoma of prostate,C0007112,Withdrawn
8091,Docetaxel,DB01248,Adenocarcinoma of prostate,C0007112,Withdrawn
8094,Teriparatide,DB06285,Osteopenia,C0029453,Withdrawn
8095,Teriparatide,DB06285,Osteoporosis,C0029456,Withdrawn
8096,Fondaparinux sodium,DB00569,Malignant neoplasm of ovary,C1140680,Withdrawn
8099,Lithium,DB01356,Canavan Disease,C0206307,Withdrawn
8142,Cetuximab,DB00002,Esophageal carcinoma,C0152018,Withdrawn
8143,Bevacizumab,DB00112,Esophageal carcinoma,C0152018,Withdrawn
8157,Adalimumab,DB00051,Sarcoidosis,C0036202,Withdrawn
8159,Lovastatin,DB00227,Severe persistent asthma,C1960048,Withdrawn
8162,Adalimumab,DB00051,Pyoderma Gangrenosum,C0085652,Withdrawn
8177,Pemetrexed,DB00642,Primary central nervous system lymphoma,C0280803,Withdrawn
8185,Testosterone,DB00624,Hypogonadism,C0020619,Withdrawn
8186,Methyltestosterone,DB06710,Hypogonadism,C0020619,Withdrawn
8191,Temozolomide,DB00853,Glioblastoma,C0017636,Withdrawn
8193,Riboflavin,DB00140,progressive keratoconus,C2114756,Withdrawn
8194,Riboflavin,DB00140,Corneal ectasia,C0155135,Withdrawn
8197,Heparin,DB01109,Burn injury,C0006434,Withdrawn
8201,Gemcitabine,DB00441,Cholangiocarcinoma,C0206698,Withdrawn
8202,Oxaliplatin,DB00526,Cholangiocarcinoma,C0206698,Withdrawn
8203,Bevacizumab,DB00112,Colorectal Carcinoma,C0009402,Withdrawn
8204,Folic Acid,DB00158,Colorectal Carcinoma,C0009402,Withdrawn
8205,Levoleucovorin,DB11596,Colorectal Carcinoma,C0009402,Withdrawn
8206,Bevacizumab,DB00112,Secondary malignant neoplasm of liver,C0494165,Withdrawn
8207,Folic Acid,DB00158,Secondary malignant neoplasm of liver,C0494165,Withdrawn
8208,Levoleucovorin,DB11596,Secondary malignant neoplasm of liver,C0494165,Withdrawn
8257,Cycloserine,DB00260,Smoker,C0337664,Withdrawn
8278,Busulfan,DB01008,Refractory Brain Neoplasm,C2347923,Withdrawn
8279,Rituximab,DB00073,leukemia,C0023418,Withdrawn
8280,Lenalidomide,DB00480,leukemia,C0023418,Withdrawn
8409,Cisplatin,DB00515,Nausea and vomiting,C0027498,Withdrawn
8410,Ondansetron,DB00904,Nausea and vomiting,C0027498,Withdrawn
8411,Dexamethasone,DB01234,Nausea and vomiting,C0027498,Withdrawn
8452,Gemcitabine,DB00441,Malignant neoplasm of lung,C0242379,Withdrawn
8453,Carboplatin,DB00958,Malignant neoplasm of lung,C0242379,Withdrawn
8457,Cetuximab,DB00002,Colorectal cancer metastatic,C0948380,Withdrawn
8458,Fluorouracil,DB00544,Colorectal cancer metastatic,C0948380,Withdrawn
8459,Capecitabine,DB01101,Colorectal cancer metastatic,C0948380,Withdrawn
8498,Lovastatin,DB00227,melanoma,C0025202,Withdrawn
8531,Clindamycin,DB01190,Malaria,C0024530,Withdrawn
8533,Erlotinib,DB00530,Psoriasis,C0033860,Withdrawn
8546,Carboplatin,DB00958,Epithelial ovarian cancer,C0677886,Withdrawn
8547,Paclitaxel,DB01229,Epithelial ovarian cancer,C0677886,Withdrawn
8550,Indomethacin,DB00328,Gout acute,C2062908,Withdrawn
8551,Apremilast,DB05676,Gout acute,C2062908,Withdrawn
8552,Cetuximab,DB00002,Malignant neoplasm of lung,C0242379,Withdrawn
8553,Carboplatin,DB00958,Malignant neoplasm of lung,C0242379,Withdrawn
8575,Hydroxyurea,DB01005,"Fibromatosis, Aggressive",C0079218,Withdrawn
8576,Hydroxyurea,DB01005,Fibromatosis,C0016048,Withdrawn
8591,Pregabalin,DB00230,Chronic pain,C0150055,Withdrawn
8626,Cisplatin,DB00515,Cervical carcinoma stage IB,C0278582,Withdrawn
8627,Cisplatin,DB00515,Cervix carcinoma stage III,C0278577,Withdrawn
8653,Dexmedetomidine,DB00633,Traumatic Brain Injury,C0876926,Withdrawn
8654,Fentanyl,DB00813,Traumatic Brain Injury,C0876926,Withdrawn
8655,Propofol,DB00818,Traumatic Brain Injury,C0876926,Withdrawn
8656,Acetaminophen,DB00316,Cardiac Arrhythmia,C0003811,Withdrawn
8657,Phenylephrine,DB00388,Cardiac Arrhythmia,C0003811,Withdrawn
8658,Oxymetazoline,DB00935,Cardiac Arrhythmia,C0003811,Withdrawn
8659,Dimetindene,DB08801,Cardiac Arrhythmia,C0003811,Withdrawn
8672,Prednisolone,DB00860,Chronic graft-versus-host disease,C0867389,Withdrawn
8673,Methylprednisolone,DB00959,Chronic graft-versus-host disease,C0867389,Withdrawn
8674,Panobinostat,DB06603,Chronic graft-versus-host disease,C0867389,Withdrawn
8675,Propranolol,DB00571,Recurrent respiratory papillomatosis,C1168198,Withdrawn
8678,Clofarabine,DB00631,"Leukemia, Myelocytic, Acute",C0023467,Withdrawn
8679,Tretinoin,DB00755,"Leukemia, Myelocytic, Acute",C0023467,Withdrawn
8680,Azacitidine,DB00928,"Leukemia, Myelocytic, Acute",C0023467,Withdrawn
8711,Ibuprofen,DB01050,Patent ductus arteriosus,C0013274,Withdrawn
8712,Simvastatin,DB00641,Cystic Fibrosis,C0010674,Withdrawn
8717,Cisplatin,DB00515,Mesothelioma malignant advanced,C0278752,Withdrawn
8718,Pemetrexed,DB00642,Mesothelioma malignant advanced,C0278752,Withdrawn
8719,Cisplatin,DB00515,"Epithelioid mesothelioma, malignant",C0862312,Withdrawn
8720,Pemetrexed,DB00642,"Epithelioid mesothelioma, malignant",C0862312,Withdrawn
8721,Cisplatin,DB00515,Mesothelioma malignant recurrent,C0278753,Withdrawn
8722,Pemetrexed,DB00642,Mesothelioma malignant recurrent,C0278753,Withdrawn
8723,Cisplatin,DB00515,Sarcomatoid Mesothelioma,C0334513,Withdrawn
8724,Pemetrexed,DB00642,Sarcomatoid Mesothelioma,C0334513,Withdrawn
8726,Lovastatin,DB00227,Smith-Lemli-Opitz Syndrome,C0175694,Withdrawn
8727,Lovastatin,DB00227,"Chondrodysplasia punctata, X-linked dominant type",C0282102,Withdrawn
8766,Anidulafungin,DB00362,Aspergillosis,C0004030,Withdrawn
8767,Voriconazole,DB00582,Aspergillosis,C0004030,Withdrawn
8768,Anidulafungin,DB00362,Invasive Pulmonary Aspergillosis,C0276653,Withdrawn
8769,Anidulafungin,DB00362,Neuroaspergillosis,C0752342,Withdrawn
8770,Voriconazole,DB00582,Neuroaspergillosis,C0752342,Withdrawn
8781,Cisplatin,DB00515,Malignant neoplasm of lung,C0242379,Withdrawn
8782,Etoposide,DB00773,Malignant neoplasm of lung,C0242379,Withdrawn
8783,Panobinostat,DB06603,Malignant neoplasm of lung,C0242379,Withdrawn
8786,Pioglitazone,DB01132,Endometriosis,C0014175,Withdrawn
8797,Oxaliplatin,DB00526,Colorectal Carcinoma,C0009402,Withdrawn
8798,Oxaliplatin,DB00526,Malignant tumor of colon,C0007102,Withdrawn
8801,Pramlintide,DB01278,Diabetes Mellitus,C0011849,Withdrawn
8802,Bortezomib,DB00188,leukemia,C0023418,Withdrawn
8813,Carboplatin,DB00958,Non-Small Cell Lung Carcinoma,C0007131,Withdrawn
8816,Sirolimus,DB00877,Brain Stem Neoplasms,C0677866,Withdrawn
8817,Everolimus,DB01590,Brain Stem Neoplasms,C0677866,Withdrawn
8862,Etomidate,DB00292,Hypertensive disease,C0020538,Withdrawn
8863,Propofol,DB00818,Hypertensive disease,C0020538,Withdrawn
8903,Sirolimus,DB00877,Multiple Myeloma,C0026764,Withdrawn
8904,Everolimus,DB01590,Multiple Myeloma,C0026764,Withdrawn
8905,Cyclophosphamide,DB00531,"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating",C0393819,Withdrawn
8911,Infliximab,DB00065,Stevens-Johnson Syndrome,C0038325,Withdrawn
8926,Lenalidomide,DB00480,Chronic lymphocytic leukaemia stage 3,C0278769,Withdrawn
8927,Lenalidomide,DB00480,Chronic lymphocytic leukaemia stage 4,C0854804,Withdrawn
8928,Cholecalciferol,DB00169,Hyperlipidemia,C0020473,Withdrawn
8929,Sirolimus,DB00877,Liver neoplasms,C0023903,Withdrawn
8930,Doxorubicin,DB00997,Liver neoplasms,C0023903,Withdrawn
8931,Everolimus,DB01590,Liver neoplasms,C0023903,Withdrawn
8932,Varenicline,DB01273,Drug Dependence,C1510472,Withdrawn
8939,Bevacizumab,DB00112,Colorectal cancer metastatic,C0948380,Withdrawn
8940,Oxaliplatin,DB00526,Colorectal cancer metastatic,C0948380,Withdrawn
8941,Fluorouracil,DB00544,Colorectal cancer metastatic,C0948380,Withdrawn
8942,Irinotecan,DB00762,Colorectal cancer metastatic,C0948380,Withdrawn
8943,Capecitabine,DB01101,Colorectal cancer metastatic,C0948380,Withdrawn
8944,Ropivacaine,DB00296,Other reconstructive surgery,C0418696,Withdrawn
8945,Clonidine,DB00575,Other reconstructive surgery,C0418696,Withdrawn
8949,Bupivacaine,DB00297,Fracture of lower leg,C1542178,Withdrawn
8950,Levobupivacaine,DB01002,Fracture of lower leg,C1542178,Withdrawn
8981,Tacrolimus,DB00864,Lupus Nephritis,C0024143,Withdrawn
8986,Bortezomib,DB00188,Relapse multiple myeloma,C2349261,Withdrawn
8987,Dexamethasone,DB01234,Relapse multiple myeloma,C2349261,Withdrawn
8989,Cholecalciferol,DB00169,"Hyperparathyroidism, Primary",C0221002,Withdrawn
8990,Cholecalciferol,DB00169,Hypercalcemia,C0020437,Withdrawn
8991,Cholecalciferol,DB00169,Osteopenia,C0029453,Withdrawn
8997,Cisplatin,DB00515,Adenocarcinoma,C0001418,Withdrawn
8998,Cisplatin,DB00515,Carcinoma,C0007097,Withdrawn
9044,Propofol,DB00818,leukemia,C0023418,Withdrawn
9046,Buprenorphine,DB00921,Other acute postoperative pain,C1719392,Withdrawn
9047,Buprenorphine,DB00921,INTUBATION ENDOTRACHEAL PROLONGED,C0745398,Withdrawn
9048,Cyclosporine,DB00091,Lupus Nephritis,C0024143,Withdrawn
9049,Mycophenolate mofetil,DB00688,Lupus Nephritis,C0024143,Withdrawn
9050,Mycophenolic acid,DB01024,Lupus Nephritis,C0024143,Withdrawn
9058,Gemcitabine,DB00441,Non-small cell lung cancer stage III,C0278506,Withdrawn
9059,Pemetrexed,DB00642,Non-small cell lung cancer stage III,C0278506,Withdrawn
9060,Etoposide,DB00773,Non-small cell lung cancer stage III,C0278506,Withdrawn
9065,Isotretinoin,DB00982,Neuroblastoma,C0027819,Withdrawn
